,budget,company,country,director,genre,gross,name,rating,star,year
504,3000000,Double Play,USA,Sidney Lumet,Crime,2835116,Running on Empty,PG-13,River Phoenix,1988
505,1200000,Blue Rider Pictures,USA,Kevin Tenney,Comedy,3109904,Night of the Demons,R,Cathy Podewell,1988
506,13000000,Mac and Me Joint Venture,USA,Stewart Raffill,Adventure,6424112,Mac and Me,PG,Christine Ebersole,1988
507,4500000,New Line Cinema,USA,Mick Garris,Comedy,3813293,Critters 2,PG-13,Scott Grimes,1988
508,20000000,Weintraub Entertainment Group,USA,Richard Benjamin,Comedy,13854000,My Stepmother Is an Alien,PG-13,Dan Aykroyd,1988
509,6200000,Lorimar Film Entertainment,USA,Ken Wiederhorn,Comedy,9205924,Return of the Living Dead II,R,James Karen,1988
511,22000000,Universal Pictures,USA,Michael Apted,Biography,24720479,Gorillas in the Mist,PG-13,Sigourney Weaver,1988
512,2000000,Magellan Pictures,USA,Robert Bierman,Comedy,725131,Vampire's Kiss,R,Nicolas Cage,1988
515,2500000,White Lair,UK,Ken Russell,Comedy,1189315,The Lair of the White Worm,R,Amanda Donohoe,1988
517,7000000,Universal Pictures,USA,Wes Craven,Fantasy,19595031,The Serpent and the Rainbow,R,Bill Pullman,1988
518,5000000,Columbia Pictures Corporation,Sweden,Ken Annakin,Family,3569939,Las travesuras de una pelirojja,G,Tami Erin,1988
519,6000000,Orion Pictures,USA,John Sayles,Drama,5680515,Eight Men Out,PG,John Cusack,1988
520,4700000,New Sky Communications Inc.,USA,Frank LaLoggia,Fantasy,1705139,Lady in White,PG-13,Lukas Haas,1988
521,700000,Laurenfilm,Spain,Pedro AlmodÛvar,Comedy,7179298,Women on the Verge of a Nervous Breakdown,R,Carmen Maura,1988
523,3000000,Spacegate Productions,USA,Don Coscarelli,Action,7282851,Phantasm II,R,James Le Gros,1988
524,25000000,United Artists,Japan,James Bridges,Drama,16118077,Luces de una gran ciudad,R,Michael J. Fox,1988
527,7000000,Orion Pictures,USA,George A. Romero,Drama,5344577,Monkey Shines,R,Jason Beghe,1988
528,19000000,Cornelius Productions,USA,George Roy Hill,Comedy,25537221,Funny Farm,PG,Chevy Chase,1988
530,16000000,American Entertainment Partners II L.P.,USA,Graham Baker,Action,25216243,Alien Nation,R,James Caan,1988
533,7000000,Lorimar Film Entertainment,USA,Craig R. Baxley,Action,20257000,Action Jackson,R,Carl Weathers,1988
534,22000000,Esparza,USA,Robert Redford,Comedy,13825794,The Milagro Beanfield War,R,RubÈn Blades,1988
535,23000000,Lucasfilm,USA,Francis Ford Coppola,Biography,19652638,Tucker: The Man and His Dream,PG,Jeff Bridges,1988
537,6500000,Columbia Pictures Corporation,USA,Spike Lee,Comedy,14545844,School Daze,R,Laurence Fishburne,1988
539,3700000,Hemdale,USA,Steve De Jarnatt,Action,1145404,Miracle Mile,R,Anthony Edwards,1988
542,17500000,Zanuck/Brown Productions,USA,Daniel Petrie,Adventure,18924919,Cocoon: The Return,PG,Don Ameche,1988
544,4000000,Producers Representative Organization,UK,Martin Donovan,Drama,670774,Apartment Zero,R,Hart Bochner,1988
547,10000000,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Drama,1562749,Another Woman,PG,Gena Rowlands,1988
548,9000000,"Malpaso Company, The",USA,Clint Eastwood,Biography,2181286,Bird,R,Forest Whitaker,1988
550,15000000,Cannon Entertainment,Australia,Fred Schepisi,Drama,6908797,A Cry in the Dark,PG-13,Meryl Streep,1988
551,20000000,Rastar Pictures,USA,Mike Nichols,Comedy,43184798,Biloxi Blues,PG-13,Matthew Broderick,1988
552,4000000,Cineplex-Odeon Films,USA,Oliver Stone,Drama,3468572,Talk Radio,R,Eric Bogosian,1988
555,20000000,"Guber-Peters Company, The",USA,Allan Arkush,Comedy,11798302,Caddyshack II,PG,Jackie Mason,1988
556,18000000,Imagine Entertainment,USA,Ken Kwapis,Adventure,1883811,Vibes,PG,Cyndi Lauper,1988
562,19000000,United Artists,USA,Costa-Gavras,Drama,25816139,Betrayed,R,Debra Winger,1988
565,16000000,Abramoff Production,South Africa,Joseph Zito,Action,4192440,Escorpion rojo,R,Dolph Lundgren,1988
571,6000000,Aspen Film Society,USA,Paul Golding,Horror,40397,Pulse,PG-13,Cliff De Young,1988
575,14000000,Weintraub Entertainment Group,USA,David Anspaugh,Drama,6640346,Fresh Horses,PG-13,Molly Ringwald,1988
577,5000000,Helpern / Meltzer,USA,Mark Goldblatt,Action,3588626,Dead Heat,R,Treat Williams,1988
578,210000,Miracle Pictures,USA,Jim Wynorski,Comedy,107352,Not of This Earth,R,Traci Lords,1988
579,15000000,Columbia Pictures Corporation,USA,Richard Benjamin,Drama,1733070,Little Nikita,PG,Sidney Poitier,1988
580,15000000,Columbia Pictures Corporation,USA,David Seltzer,Comedy,21032267,Punchline,R,Sally Field,1988
590,8000000,Hemdale,USA,Harold Becker,Drama,784990,The Boost,R,James Woods,1988
591,20000000,Universal Pictures,USA,Paul Mazursky,Comedy,11444204,Moon Over Parador,PG-13,Richard Dreyfuss,1988
592,6000000,Touchstone Pictures,USA,John R. Cherry III,Comedy,28202109,Ernest Saves Christmas,PG,Jim Varney,1988
594,3000000,Atlantic Entertainment Group,USA,James B. Harris,Crime,1884315,Cop,R,James Woods,1988
596,4000000,Warner Bros.,USA,Joan Micklin Silver,Comedy,16262415,Crossing Delancey,PG,Amy Irving,1988
599,6000000,Shapiro-Glickenhaus Entertainment,USA,James Glickenhaus,Action,10068039,Shakedown,R,Peter Weller,1988
600,19000000,Orion Pictures,USA,Michael Ritchie,Comedy,11005304,The Couch Trip,R,Dan Aykroyd,1988
602,8000000,Paramount Pictures,USA,Marisa Silver,Drama,1893139,Permanent Record,PG-13,Alan Boyce,1988
603,6000000,TriStar Pictures,Canada,Pen Densham,Drama,1869148,The Kiss,R,Joanna Pacula,1988
611,14000000,Touchstone Pictures,USA,Leonard Nimoy,Drama,4764606,The Good Mother,R,Diane Keaton,1988
612,19000000,Cecchi Gori Group Tiger Cinematografica,USA,Blake Edwards,Crime,4594452,Sunset,R,Bruce Willis,1988
616,1000000,Cinema Group,USA,Rowdy Herrington,Crime,492519,Jack's Back,R,James Spader,1988
619,5000000,HandMade Films,UK,Nicolas Roeg,Drama,429028,Track 29,R,Theresa Russell,1988
621,4000000,No Frills Film Production,USA,Andrew Fleming,Horror,9797098,Bad Dreams,R,Jennifer Rubin,1988
626,13000000,Silver Screen Partners III,USA,Chris Columbus,Comedy,5509417,Heartbreak Hotel,PG-13,David Keith,1988
633,18000000,TriStar Pictures,USA,Ted Kotcheff,Comedy,9129999,Switching Channels,PG,Kathleen Turner,1988
641,14000000,Orion Pictures,USA,Peter Yates,Thriller,459824,The House on Carroll Street,PG,Kelly McGillis,1988
645,13000000,Crescent Moon,USA,Peter Bogdanovich,Comedy,259019,Illegally Yours,PG,Rob Lowe,1988
652,5000000,Cinetel Films,USA,Steve Carver,Action,807947,Bulletproof,R,Gary Busey,1988
653,12000000,Metro-Goldwyn-Mayer (MGM),USA,Henry Winkler,Comedy,3965604,Memories of Me,PG-13,Billy Crystal,1988
655,1600000,Cinetel Films,USA,Michael Schroeder,Comedy,419428,Out of the Dark,R,Cameron Dye,1988
657,7000000,Smart Egg Pictures,UK,Armand Mastroianni,Horror,136203,Cameron's Closet,R,Cotter Smith,1988
660,16400000,Touchstone Pictures,USA,Peter Weir,Comedy,95860116,Dead Poets Society,PG,Robin Williams,1989
661,35000000,Warner Bros.,USA,Tim Burton,Action,251188924,Batman,PG-13,Michael Keaton,1989
662,11500000,Paramount Pictures,USA,Mary Lambert,Horror,57469179,Pet Sematary,R,Dale Midkiff,1989
663,48000000,Paramount Pictures,USA,Steven Spielberg,Action,197171806,Indiana Jones and the Last Crusade,PG-13,Harrison Ford,1989
664,40000000,Walt Disney Pictures,USA,Ron Clements,Animation,111543479,The Little Mermaid,G,Jodi Benson,1989
665,55000000,Warner Bros.,USA,Andrey Konchalovskiy,Action,63408614,Tango & Cash,R,Sylvester Stallone,1989
666,17000000,Silver Pictures,USA,Rowdy Herrington,Action,30050028,Road House,R,Patrick Swayze,1989
667,27000000,Warner Bros.,USA,Jeremiah S. Chechik,Comedy,71320000,National Lampoon's Christmas Vacation,PG-13,Chevy Chase,1989
668,10000000,De Laurentiis Entertainment Group (DEG),USA,Stephen Herek,Adventure,40485039,Bill & Ted's Excellent Adventure,PG,Keanu Reeves,1989
670,40000000,Universal Pictures,USA,Robert Zemeckis,Adventure,118500000,Back to the Future Part II,PG,Michael J. Fox,1989
671,70000000,Twentieth Century Fox Film Corporation,USA,James Cameron,Adventure,54461047,The Abyss,PG-13,Ed Harris,1989
672,15000000,Universal Pictures,USA,John Hughes,Comedy,66758538,Uncle Buck,PG,John Candy,1989
673,6500000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,27545445,Do the Right Thing,R,Danny Aiello,1989
675,18000000,TriStar Pictures,USA,Edward Zwick,Biography,26830000,Glory,R,Matthew Broderick,1989
676,16000000,Castle Rock Entertainment,USA,Rob Reiner,Comedy,92823600,When Harry Met Sally...,R,Billy Crystal,1989
678,37000000,Columbia Pictures Corporation,USA,Ivan Reitman,Action,112494738,Ghostbusters II,PG,Bill Murray,1989
680,7500000,TriStar Pictures,USA,Amy Heckerling,Comedy,140088813,Look Who's Talking,PG-13,John Travolta,1989
681,25000000,Filmauro,USA,George P. Cosmatos,Adventure,15704614,Leviathan,R,Peter Weller,1989
682,18000000,Buena Vista Pictures,USA,Joe Johnston,Adventure,130724172,"Honey, I Shrunk the Kids",PG,Rick Moranis,1989
683,11000000,Mirage Enterprises,USA,David S. Ward,Comedy,49797148,Major League,R,Tom Berenger,1989
684,14000000,Ixtlan,USA,Oliver Stone,Biography,70001698,Born on the Fourth of July,R,Tom Cruise,1989
687,31000000,Imagine Entertainment,USA,Ron Howard,Comedy,100047830,Parenthood,PG-13,Steve Martin,1989
688,28000000,Warner Bros.,USA,Richard Donner,Action,147253986,Lethal Weapon 2,R,Mel Gibson,1989
689,32000000,Danjaq,UK,John Glen,Action,34667015,Licence to Kill,PG-13,Timothy Dalton,1989
693,31000000,Universal Pictures,USA,Steven Spielberg,Fantasy,43858790,Always,PG,Richard Dreyfuss,1989
694,1200000,Outlaw Productions (I),USA,Steven Soderbergh,Drama,24741700,"Sex, Lies, and Videotape",R,James Spader,1989
695,10000000,Norman Twain Productions,USA,John G. Avildsen,Drama,31906454,Lean on Me,PG-13,Morgan Freeman,1989
697,27800000,Paramount Pictures,USA,William Shatner,Action,52210049,Star Trek V: The Final Frontier,PG,William Shatner,1989
698,7500000,"Zanuck Company, The",USA,Bruce Beresford,Drama,106593296,Driving Miss Daisy,PG,Morgan Freeman,1989
699,10000000,David Foster Productions,USA,Graeme Clifford,Action,2777280,Gleaming the Cube,PG-13,Christian Slater,1989
700,22500000,Columbia Pictures Corporation,USA,Brian De Palma,Crime,18671317,Casualties of War,R,Michael J. Fox,1989
702,18000000,TriStar Pictures,USA,Arthur Hiller,Comedy,46908987,"See No Evil, Hear No Evil",R,Richard Pryor,1989
703,1500000,Kings Road Entertainment,USA,Mark DiSalle,Action,14697005,Kickboxer,R,Jean-Claude Van Damme,1989
704,6000000,New Line Cinema,USA,Stephen Hopkins,Fantasy,22168359,A Nightmare on Elm Street 5: The Dream Child,R,Robert Englund,1989
705,3000000,Magnum Pictures Inc.,USA,Dominique Othenin-Girard,Horror,11642254,Halloween 5,R,Donald Pleasence,1989
708,5000000,Paramount Pictures,USA,Rob Hedden,Adventure,14343976,Friday the 13th Part VIII: Jason Takes Manhattan,R,Jensen Daggett,1989
709,30000000,Eddie Murphy Productions,USA,Eddie Murphy,Comedy,60864870,Harlem Nights,R,Eddie Murphy,1989
710,30000000,Paramount Pictures,USA,Ridley Scott,Action,46212055,Black Rain,R,Michael Douglas,1989
711,13800000,Goldcrest Films International,Ireland,Don Bluth,Animation,27100027,All Dogs Go to Heaven,G,Dom DeLuise,1989
712,500000,Cannon Entertainment,USA,Albert Pyun,Action,10166459,Cyborg,R,Jean-Claude Van Damme,1989
713,8000000,Universal Pictures,USA,Michael Ritchie,Comedy,35150960,Fletch Lives,PG,Chevy Chase,1989
714,6000000,Finnegan/Pinchuk Productions,USA,Todd Holland,Adventure,14278900,The Wizard,PG,Fred Savage,1989
716,9000000,Renaissance Films,UK,Kenneth Branagh,Action,10161099,Henry V,PG-13,Kenneth Branagh,1989
717,18000000,Fries Entertainment,USA,Jeff Kanew,Adventure,8508843,Troop Beverly Hills,PG,Shelley Long,1989
718,19000000,Universal Pictures,USA,Harold Becker,Crime,58571513,Sea of Love,R,Al Pacino,1989
719,5000000,"Movie Group, The",USA,Robert Radler,Action,1700000,Best of the Best,PG-13,Eric Roberts,1989
723,33000000,Renn Productions,France,Milos Forman,Drama,1132112,Valmont relaciones peligrosas,R,Colin Firth,1989
724,2500000,Avenue Pictures,USA,Gus Van Sant,Crime,4729352,Drugstore Cowboy,R,Matt Dillon,1989
727,7000000,New World Pictures,USA,Steve Miner,Action,9094451,Warlock,R,Julian Sands,1989
728,35000000,TMS Entertainment,Japan,Masami Hata,Family,1368210,Little Nemo: Adventures in Slumberland,G,Gabriel Damon,1989
730,24000000,White Eagle,USA,John Flynn,Crime,22099847,Lock Up,R,Sylvester Stallone,1989
731,3000000,High Bar Productions,USA,Jim Wheat,Horror,76325,After Midnight,R,Jillian McWhirter,1989
733,5000000,Cinecorp SAC,USA,Jay Levey,Comedy,6157157,UHF,PG-13,'Weird Al' Yankovic,1989
734,13000000,Gladden Entertainment,USA,Steve Kloves,Drama,16823529,The Fabulous Baker Boys,R,Jeff Bridges,1989
735,5000000,Palace Pictures,UK,Zelda Barron,Comedy,6957975,Shag,PG,Phoebe Cates,1989
736,19000000,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Comedy,18254702,Crimes and Misdemeanors,PG-13,Martin Landau,1989
737,2800000,JVC Entertainment Networks,USA,Jim Jarmusch,Comedy,367879,Mystery Train,R,Masatoshi Nagase,1989
739,8000000,Carolco Entertainment,USA,Sean S. Cunningham,Action,8143225,DeepStar Six,R,Greg Evigan,1989
740,5000000,Alive Films,USA,Wes Craven,Comedy,16554699,Shocker,R,Michael Murphy,1989
741,15000000,Touchstone Pictures,USA,Francis Veber,Action,40590000,Three Fugitives,PG-13,Nick Nolte,1989
743,10000000,TriStar Pictures,USA,Phillip Noyce,Action,2692037,Blind Fury,R,Rutger Hauer,1989
744,12000000,Lorimar Film Entertainment,USA,John Irvin,Action,15942628,Next of Kin,R,Patrick Swayze,1989
745,15000000,Touchstone Pictures,USA,Woody Allen,Comedy,10763469,New York Stories,PG,Woody Allen,1989
746,10000000,Empire Pictures,USA,Stuart Gordon,Action,1272977,Robot Jox,PG,Gary Graham,1989
747,15000000,Universal Pictures,USA,Howard Zieff,Comedy,28890240,The Dream Team,PG-13,Michael Keaton,1989
749,4000000,Lightyear Entertainment,USA,Jim Wynorski,Sci-Fi,192816,The Return of Swamp Thing,PG-13,Dick Durock,1989
751,20000000,Paramount Pictures,USA,Neil Jordan,Comedy,10555348,We're No Angels,PG-13,Robert De Niro,1989
752,16000000,TriStar Pictures,USA,Emile Ardolino,Comedy,16278590,Chances Are,PG,Cybill Shepherd,1989
753,20000000,Carolco Pictures,USA,Walter Hill,Crime,7237794,Johnny Handsome,R,Mickey Rourke,1989
754,17000000,Gordon Company,USA,Rod Daniel,Action,43247647,K-9,PG-13,Jim Belushi,1989
759,19000000,Malpaso Productions,USA,Buddy Van Horn,Action,12143484,Pink Cadillac,PG-13,Clint Eastwood,1989
762,8000000,New Line Cinema,USA,Thomas J. Wright,Action,16093651,No Holds Barred,PG-13,Hulk Hogan,1989
764,3000000,Sean S. Cunningham Films,USA,James Isaac,Horror,1738897,The Horror Show,R,Lance Henriksen,1989
766,12000000,Warner Bros.,USA,Peter Bonerz,Comedy,11567217,Police Academy 6: City Under Siege,PG,Bubba Smith,1989
767,19000000,Amblin Entertainment,USA,Gary David Goldberg,Drama,19738015,Dad,PG,Jack Lemmon,1989
771,13000000,Paramount Pictures,USA,Joel Schumacher,Comedy,22030000,Cousins,PG-13,Ted Danson,1989
772,5000000,Allied Vision,USA,Philippe Mora,Biography,1919653,Communion,R,Christopher Walken,1989
774,3000000,Great American Films Limited Partnership,Canada,Bob Balaban,Comedy,870532,Parents,R,Randy Quaid,1989
775,5000000,Aspen Film Society,USA,Christopher Guest,Comedy,117463,The Big Picture,PG-13,Kevin Bacon,1989
776,18000000,Orion Pictures,USA,Andrew Davis,Action,10647219,The Package,R,Gene Hackman,1989
781,18000000,Paramount Pictures,USA,Joe Pytka,Comedy,4973285,Let It Ride,PG-13,Richard Dreyfuss,1989
783,18000000,Warner Bros.,USA,Norman Jewison,Drama,3531971,In Country,R,Emily Lloyd,1989
784,3000000,American Playhouse,USA,Norman RenÈ,Drama,4609953,Longtime Companion,R,Stephen Caffrey,1989
787,4000000,Incorporated Television Company (ITC),USA,John Dahl,Action,283694,Kill Me Again,R,Val Kilmer,1989
788,2300000,Lorimar Film Entertainment,USA,Michael Herz,Action,792966,The Toxic Avenger Part II,R,Ron Fazio,1989
790,2500000,Larco Productions,USA,Larry Cohen,Comedy,43749,Wicked Stepmother,PG-13,Bette Davis,1989
796,1500000,Incorporated Television Company (ITC),UK,Jeff Burr,Horror,1519796,Stepfather II,R,Terry O'Quinn,1989
803,75000,Action Features,USA,Hal Hartley,Comedy,546541,The Unbelievable Truth,R,Adrienne Shelly,1989
813,11500000,TriStar Pictures,USA,Richard Baskin,Drama,2260616,Sing,PG-13,Lorraine Bracco,1989
815,34000000,Columbia Pictures Corporation,USA,Luis Puenzo,Adventure,3574256,Old Gringo,R,Jane Fonda,1989
816,20000000,Cine Location Services,USA,John Milius,Action,2420917,Farewell to the King,PG-13,Nick Nolte,1989
818,16000000,AM/PM Entertainment,USA,Robert Ellis Miller,Adventure,67878,Brenda Starr,PG,Brooke Shields,1989
828,14000000,Columbia Pictures Corporation,USA,Jonathan Kaplan,Drama,5932613,Immediate Family,PG-13,Glenn Close,1989
841,17000000,Columbia Pictures Corporation,USA,Michael Crichton,Crime,3560932,Physical Evidence,R,Burt Reynolds,1989
843,4000000,American Playhouse Theatrical Films,USA,Howard Brookner,Comedy,43671,Bloodhounds of Broadway,PG,Josef Sommer,1989
846,5000000,Silver Screen Partners III,USA,Jeff Blyth,Adventure,8153677,Cheetah,G,Keith Coogan,1989
862,6000000,"Samuel Goldwyn Company, The",USA,Bill Forsyth,Adventure,1877618,Breaking In,R,Burt Reynolds,1989
880,26000000,Columbia Pictures Corporation,USA,Joel Schumacher,Drama,61490000,Flatliners,R,Kiefer Sutherland,1990
881,25000000,Warner Bros.,USA,Martin Scorsese,Crime,46836394,Goodfellas,R,Robert De Niro,1990
883,20000000,Castle Rock Entertainment,USA,Rob Reiner,Crime,61276872,Misery,R,James Caan,1990
884,65000000,Carolco Pictures,USA,Paul Verhoeven,Action,119394840,El vengador del futuro,R,Arnold Schwarzenegger,1990
885,14000000,Touchstone Pictures,USA,Garry Marshall,Comedy,178406268,Pretty Woman,R,Richard Gere,1990
886,18000000,Hughes Entertainment,USA,Chris Columbus,Comedy,285761243,Home Alone,PG,Macaulay Culkin,1990
887,20000000,Twentieth Century Fox Film Corporation,USA,Tim Burton,Drama,56362352,Edward Scissorhands,PG-13,Johnny Depp,1990
888,54000000,Paramount Pictures,USA,Francis Ford Coppola,Crime,66666062,The Godfather: Part III,R,Al Pacino,1990
889,22000000,Tig Productions,USA,Kevin Costner,Adventure,184208848,Dances with Wolves,PG-13,Kevin Costner,1990
890,30000000,Paramount Pictures,USA,John McTiernan,Action,122012643,The Hunt for Red October,PG,Sean Connery,1990
891,13000000,Universal Pictures,USA,John Lafia,Horror,28501605,Child's Play 2,R,Alex Vincent,1990
892,22000000,Paramount Pictures,USA,Jerry Zucker,Drama,217631306,Ghost,PG-13,Patrick Swayze,1990
893,11000000,Universal Pictures,USA,Ron Underwood,Comedy,16667084,Tremors,PG-13,Kevin Bacon,1990
894,25000000,Warner Bros.,USA,John Patrick Shanley,Comedy,39404261,Joe Versus the Volcano,PG,Tom Hanks,1990
895,9500000,PolyGram Filmed Entertainment,USA,David Lynch,Comedy,14560247,Wild at Heart,R,Nicolas Cage,1990
897,25000000,Carolco Pictures,USA,Adrian Lyne,Drama,26118851,Jacob's Ladder,R,Tim Robbins,1990
898,13500000,888 Productions,USA,Steve Barron,Action,135265915,Teenage Mutant Ninja Turtles,PG,Judith Hoag,1990
899,31000000,Hollywood Pictures,USA,Frank Marshall,Comedy,53208180,Arachnophobia,PG-13,Jeff Daniels,1990
900,70000000,Twentieth Century Fox Film Corporation,USA,Renny Harlin,Action,117540947,Die Hard 2,R,Bruce Willis,1990
901,47000000,Touchstone Pictures,USA,Warren Beatty,Action,103738726,Dick Tracy,PG,Warren Beatty,1990
904,10000000,Universal Pictures,USA,Dennis Dugan,Comedy,53470900,Problem Child,PG,Michael Oliver,1990
905,60000000,Don Simpson/Jerry Bruckheimer Films,USA,Tony Scott,Action,82670733,Days of Thunder,PG-13,Tom Cruise,1990
906,11000000,Universal Pictures,USA,John Waters,Comedy,8266343,Cry-Baby,PG-13,Johnny Depp,1990
907,40000000,Universal Pictures,USA,Robert Zemeckis,Adventure,87727583,Back to the Future Part III,PG,Michael J. Fox,1990
908,42000000,United Artists,USA,John G. Avildsen,Drama,40946358,Rocky V,PG-13,Sylvester Stallone,1990
