,budget,company,country,director,genre,gross,name,rating,star,year
3426,75000000,Twentieth Century Fox Film Corporation,USA,Henry Selick,Animation,5411999,Monkeybone,PG-13,Brendan Fraser,2001
3427,32000000,Paramount Pictures,USA,Brian Robbins,Drama,40219708,Hardball,PG-13,Keanu Reeves,2001
3428,18000000,Columbia Pictures Corporation,USA,John Boorman,Comedy,13729742,The Tailor of Panama,R,Pierce Brosnan,2001
3429,75000000,Paramount Pictures,USA,Harold Becker,Crime,45207112,Domestic Disturbance,PG-13,John Travolta,2001
3430,94000000,Franchise Pictures,USA,Renny Harlin,Action,32616869,Driven,PG-13,Sylvester Stallone,2001
3431,57000000,Universal Pictures,UK,John Madden,Drama,25543895,Captain Corelli's Mandolin,R,Nicolas Cage,2001
3432,6000000,Killer Films,USA,John Cameron Mitchell,Comedy,3029081,Hedwig and the Angry Inch,R,John Cameron Mitchell,2001
3433,15000000,FilmFour,UK,Gregor Jordan,Comedy,353743,Buffalo Soldiers,R,Joaquin Phoenix,2001
3434,47000000,Revolution Studios,USA,Luke Greenfield,Comedy,57743062,The Animal,PG-13,Rob Schneider,2001
3435,14000000,Universal Pictures,USA,Mark Waters,Comedy,10397365,Head Over Heels,PG-13,Monica Potter,2001
3436,50000000,Twentieth Century Fox Film Corporation,USA,Gil Junger,Adventure,33422806,Black Knight,PG-13,Martin Lawrence,2001
3440,13000000,Touchstone Pictures,USA,John Stockwell,Drama,16929123,Crazy/Beautiful,PG-13,Kirsten Dunst,2001
3441,62000000,Franchise Pictures,USA,Demian Lichtenstein,Action,15738632,3000 Miles to Graceland,R,Kurt Russell,2001
3442,5500000,British Broadcasting Corporation (BBC),UK,Richard Eyre,Biography,1292119,Iris,R,Judi Dench,2001
3443,50000000,Warner Bros.,USA,Andrzej Bartkowiak,Action,51758599,Exit Wounds,R,Steven Seagal,2001
3444,18000000,October Films,USA,Harald Zwart,Comedy,6290673,One Night at McCool's,R,Liv Tyler,2001
3445,35000000,Miramax,USA,Lasse Hallstrˆm,Drama,11434216,The Shipping News,R,Kevin Spacey,2001
3447,30000000,Metro-Goldwyn-Mayer (MGM),USA,Peter Howitt,Action,10965209,Antitrust,PG-13,Ryan Phillippe,2001
3448,53000000,Franchise Pictures,USA,Luis Mandoki,Drama,24044532,Angel Eyes,R,Jennifer Lopez,2001
3450,25000000,Walt Disney Pictures,USA,Tim Hill,Comedy,17292381,Max Keeble's Big Move,PG,Alex D. Linz,2001
3451,49000000,3 Arts Entertainment,Germany,Chris Weitz,Comedy,64186502,Estrenando Cuerpo,PG-13,Chris Rock,2001
3452,700000,Alter Ego Entertainment,USA,Michael Cuesta,Crime,1141829,L.I.E.,R,Brian Cox,2001
3454,90000000,New Line Cinema,USA,Peter Chelsom,Comedy,6719973,Town & Country,R,Warren Beatty,2001
3455,35000000,Morgan Creek Productions,USA,Les Mayfield,Action,13264986,American Outlaws,PG-13,Colin Farrell,2001
3456,40000000,Dimension Films,USA,Gary Fleder,Drama,6114237,Impostor,R,Shane Brolly,2001
3458,60000000,Metro-Goldwyn-Mayer (MGM),USA,Sam Weisman,Comedy,32095318,What's the Worst That Could Happen?,PG-13,Martin Lawrence,2001
3459,38000000,Greisman Productions,USA,Steve Miner,Action,623374,Texas Rangers,PG-13,James Van Der Beek,2001
3460,11000000,Revolution Studios,USA,Gregory Poirier,Comedy,13558739,Tomcats,R,Shannon Elizabeth,2001
3461,13000000,FilmFour,UK,Jez Butterworth,Comedy,4919896,Birthday Girl,R,Nicole Kidman,2001
3464,33000000,DreamWorks,USA,Woody Allen,Comedy,7496522,The Curse of the Jade Scorpion,PG-13,Greg Stebner,2001
3465,1000000,Fox Searchlight Pictures,USA,Charles Herman-Wurmfeld,Comedy,7022940,Kissing Jessica Stein,R,Jennifer Westfeldt,2001
3466,70000000,Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,112952899,Dr. Dolittle 2,PG,Eddie Murphy,2001
3467,100000,Detour Filmproduction,USA,Richard Linklater,Drama,490475,Tape,R,Ethan Hawke,2001
3468,5000000,Artisan Entertainment,USA,Jon Favreau,Comedy,5308707,Made,R,Vince Vaughn,2001
3469,35000000,Gaumont,France,Jean-Marie PoirÈ,Comedy,4777007,Just Visiting,PG-13,Jean Reno,2001
3470,22000000,Twentieth Century Fox Film Corporation,USA,Vondie Curtis-Hall,Drama,4273372,Glitter,PG-13,Mariah Carey,2001
3473,40000000,MDP Worldwide,Germany,Peter Hyams,Action,27053815,El mosquetero,PG-13,Justin Chambers,2001
3474,250000,Blow Up Pictures,USA,Nicole Holofcener,Comedy,4186931,Lovely & Amazing,R,Catherine Keener,2001
3475,4500000,Stonelock Pictures,USA,Jill Sprecher,Drama,3288164,Thirteen Conversations About One Thing,R,Alan Arkin,2001
3476,5000000,"Goatsingers, The",USA,Tim Blake Nelson,Drama,517872,The Grey Zone,R,David Arquette,2001
3477,7000000,3Mark Entertainment,USA,Mitch Davis,Adventure,4720371,The Other Side of Heaven,PG,Christopher Gorham,2001
3478,25000000,Twentieth Century Fox Film Corporation,USA,J.B. Rogers,Comedy,5516708,Say It Isn't So,R,Chris Klein,2001
3480,16000000,New Line Cinema,USA,Ernest R. Dickerson,Crime,7307756,Bones,R,Snoop Dogg,2001
3482,35000000,Warner Bros.,USA,John Whitesell,Action,33357476,See Spot Run,PG,David Arquette,2001
3483,6000000,Screen Gems,USA,Gary Hardwick,Comedy,27457409,The Brothers,R,Morris Chestnut,2001
3485,7000000,Lions Gate Films,USA,DJ Pooh,Comedy,10097096,The Wash,R,Dr. Dre,2001
3486,3000000,i5 Films,USA,Scott McGehee,Crime,8821782,The Deep End,R,Tilda Swinton,2001
3487,20000000,Ecosse Films,UK,Gillian Armstrong,Drama,668140,Charlotte Gray,PG-13,Cate Blanchett,2001
3489,15000000,Screen Gems,USA,J.S. Cardone,Horror,7288451,The Forsaken,R,Kerr Smith,2001
3492,11000000,Touchstone Pictures,USA,Rob Pritts,Comedy,23978402,Corky Romano,PG-13,Chris Kattan,2001
3494,30000000,Alcon Entertainment,USA,Charles Shyer,Drama,430313,The Affair of the Necklace,R,Hilary Swank,2001
3495,23000000,Disney Television Animation,USA,Chuck Sheetz,Animation,36696761,Recess: School's Out,G,Andrew Lawrence,2001
3496,12000000,Alma UK Limited,UK,Bruce Beresford,Biography,419414,Bride of the Wind,R,Sarah Wynter,2001
3497,38000000,Fox 2000 Pictures,USA,John Pasquin,Comedy,22770864,Joe Somebody,PG,Tim Allen,2001
3499,7000000,Lions Gate Films,UK,Peter Bogdanovich,Drama,3209481,The Cat's Meow,PG-13,Kirsten Dunst,2001
3500,17000000,Lost Soul Productions,USA,Stephen Carpenter,Drama,3100650,Soul Survivors,PG-13,Melissa Sagemiller,2001
3501,7000000,United Artists,USA,Roman Coppola,Drama,411034,CQ,R,Jeremy Davies,2001
3508,13000000,Screen Gems,USA,Mark Brown,Comedy,22235901,Two Can Play That Game,R,Vivica A. Fox,2001
3511,7000000,Bates Entertainment,USA,Doug McHenry,Comedy,23247539,Kingdom Come,PG,LL Cool J,2001
3513,13500000,Universal Pictures,USA,Kasi Lemmons,Crime,687194,The Caveman's Valentine,R,Samuel L. Jackson,2001
3515,10000000,A Happy Place,USA,Eric Bross,Comedy,4356743,On the Line,PG,Lance Bass,2001
3516,2500000,Columbia TriStar Home Video,USA,Blair Treu,Comedy,405182,Little Secrets,PG,Evan Rachel Wood,2001
3520,100000000,Miramax,USA,Martin Scorsese,Crime,77812000,Gangs of New York,R,Leonardo DiCaprio,2002
3521,100000000,1492 Pictures,UK,Chris Columbus,Adventure,261988482,Harry Potter and the Chamber of Secrets,PG,Daniel Radcliffe,2002
3522,139000000,Columbia Pictures Corporation,USA,Sam Raimi,Action,403706375,Spider-Man,PG-13,Tobey Maguire,2002
3523,52000000,DreamWorks,USA,Steven Spielberg,Biography,164615351,Catch Me If You Can,PG-13,Leonardo DiCaprio,2002
3524,3300000,O2 Filmes,Brazil,Fernando Meirelles,Crime,7563397,City of God,R,Alexandre Rodrigues,2002
3525,35000000,R.P. Productions,France,Roman Polanski,Biography,32572577,The Pianist,R,Adrien Brody,2002
3526,11000000,Warner Bros.,USA,Adam Shankman,Drama,41227069,A Walk to Remember,PG,Mandy Moore,2002
3528,45000000,Miramax,USA,Rob Marshall,Comedy,170687518,Chicago,PG-13,RenÈe Zellweger,2002
3529,8000000,DNA Films,UK,Danny Boyle,Drama,45064915,28 Days Later...,R,Cillian Murphy,2002
3530,94000000,New Line Cinema,USA,Peter Jackson,Adventure,342551365,The Lord of the Rings: The Two Towers,PG-13,Elijah Wood,2002
3531,48000000,DreamWorks,USA,Gore Verbinski,Horror,129128133,The Ring,PG-13,Naomi Watts,2002
3532,41000000,Imagine Entertainment,USA,Curtis Hanson,Drama,116724075,8 Mile,R,Eminem,2002
3533,84000000,Warner Bros.,USA,Raja Gosnell,Animation,153288182,Scooby-Doo,PG,Matthew Lillard,2002
3534,50000000,Fox 2000 Pictures,USA,Adrian Lyne,Drama,52801000,Unfaithful,R,Richard Gere,2002
3535,102000000,Twentieth Century Fox Film Corporation,USA,Steven Spielberg,Action,132072926,Minority Report,PG-13,Tom Cruise,2002
3536,4000000,Slough Pond,USA,Steven Shainberg,Comedy,4059680,Secretary,R,James Spader,2002
3537,60000000,Universal Pictures,USA,Doug Liman,Action,121661683,The Bourne Identity,PG-13,Franka Potente,2002
3538,35000000,Touchstone Pictures,UK,Kevin Reynolds,Action,54234062,The Count of Monte Cristo,PG-13,Jim Caviezel,2002
3539,80000000,DreamWorks,USA,Sam Mendes,Crime,104454762,Road to Perdition,R,Tom Hanks,2002
3540,38000000,Touchstone Pictures,USA,Andy Tennant,Comedy,127223418,Sweet Home Alabama,PG-13,Reese Witherspoon,2002
3541,115000000,Lucasfilm,USA,George Lucas,Action,310675583,Star Wars: Episode II - Attack of the Clones,PG,Hayden Christensen,2002
3542,75000000,Icon Entertainment International,USA,Randall Wallace,Action,78122718,We Were Soldiers,R,Mel Gibson,2002
3543,48000000,Columbia Pictures Corporation,USA,David Fincher,Crime,96397334,Panic Room,R,Jodie Foster,2002
3544,46000000,Alcon Entertainment,USA,Christopher Nolan,Drama,67355513,Insomnia,R,Al Pacino,2002
3545,25000000,Paramount Pictures,USA,Stephen Daldry,Drama,41675994,The Hours,PG-13,Meryl Streep,2002
3546,78000000,Universal Pictures,Germany,Brett Ratner,Crime,93149898,DragÛn rojo,R,Anthony Hopkins,2002
3547,33000000,Constantin Film,UK,Paul W.S. Anderson,Action,40119709,Resident Evil,R,Milla Jovovich,2002
3548,20000000,Dimension Films,USA,Kurt Wimmer,Action,1203974,Equilibrium,R,Christian Bale,2002
3549,142000000,Eon Productions,UK,Lee Tamahori,Action,160942139,Die Another Day,PG-13,Pierce Brosnan,2002
3550,140000000,Columbia Pictures Corporation,USA,Barry Sonnenfeld,Action,190418803,Men in Black II,PG-13,Tommy Lee Jones,2002
3551,72000000,Touchstone Pictures,USA,M. Night Shyamalan,Drama,227966634,Signs,PG-13,Mel Gibson,2002
3552,19000000,Beverly Detroit,USA,Spike Jonze,Comedy,22245861,Adaptation.,R,Nicolas Cage,2002
3553,54000000,New Line Cinema,Germany,Guillermo del Toro,Action,82348319,Blade II,R,Wesley Snipes,2002
3554,5000000,Gold Circle Films,Canada,Joel Zwick,Comedy,241438208,Casarse... est· en griego,PG,Nia Vardalos,2002
3555,60000000,Paramount Pictures,USA,Stuart Baird,Action,43254409,Star Trek: Nemesis,PG-13,Patrick Stewart,2002
3556,59000000,Twentieth Century Fox Film Corporation,USA,Chris Wedge,Animation,176387405,Ice Age,PG,Denis Leary,2002
3557,70000000,Revolution Studios,USA,Rob Cohen,Action,142109382,xXx,PG-13,Vin Diesel,2002
3559,80000000,Walt Disney Pictures,USA,Dean DeBlois,Animation,145794338,Lilo & Stitch,PG,Daveigh Chase,2002
3560,63000000,New Line Cinema,USA,Jay Roach,Action,213307889,Austin Powers in Goldmember,PG-13,Mike Myers,2002
3562,13000000,Fox 2000 Pictures,USA,Joel Schumacher,Crime,46566212,Phone Booth,R,Colin Farrell,2002
3563,12000000,Handprint Entertainment,USA,Julie Taymor,Biography,25885000,Frida,R,Salma Hayek,2002
3564,18000000,Paramount Pictures,USA,Jake Kasdan,Comedy,41032915,Orange County,PG-13,Colin Hanks,2002
3565,140000000,Walt Disney Feature Animation,USA,Ron Clements,Animation,38176783,Treasure Planet,PG,Joseph Gordon-Levitt,2002
3566,100000000,First Light Production,UK,Kathryn Bigelow,Drama,35168966,K-19: The Widowmaker,PG-13,Harrison Ford,2002
3567,6000000,Myriad Pictures,Germany,Walt Becker,Comedy,21005329,Van Wilder: Party Liaison,R,Ryan Reynolds,2002
3568,60000000,Spyglass Entertainment,USA,Rob Bowman,Action,43061982,Reign of Fire,PG-13,Matthew McConaughey,2002
3569,60000000,Universal Pictures,USA,Chuck Russell,Action,91047077,The Scorpion King,PG-13,Dwayne Johnson,2002
3570,25000000,New Line Cinema,USA,Paul Thomas Anderson,Comedy,17844216,Punch-Drunk Love,R,Adam Sandler,2002
3571,35000000,Warner Bros.,USA,Steve Beck,Horror,30113491,Ghost Ship,R,Julianna Margulies,2002
3572,43000000,Columbia Pictures Corporation,USA,Roger Kumble,Comedy,24718164,The Sweetest Thing,R,Cameron Diaz,2002
3573,47000000,Twentieth Century Fox Film Corporation,USA,Steven Soderbergh,Drama,14970038,Solaris,PG-13,George Clooney,2002
3574,21000000,EuropaCorp,France,Louis Leterrier,Action,25296447,The Transporter,PG-13,Jason Statham,2002
3575,30000000,Universal Pictures,UK,Chris Weitz,Comedy,41385278,About a Boy,PG-13,Hugh Grant,2002
3576,40000000,Regency Enterprises,USA,Stephen Herek,Comedy,14448589,Life or Something Like It,PG-13,Angelina Jolie,2002
3577,31000000,Beijing New Picture Film Co.,China,Yimou Zhang,Action,53710019,Hero,PG-13,Jet Li,2002
3578,6428966,Media Asia Films,Hong Kong,Wai-Keung Lau,Crime,169659,Infernal Affairs,R,Andy Lau,2002
3579,35000000,Warner Bros.,USA,Michael Rymer,Drama,30336800,Queen of the Damned,R,Aaliyah,2002
3580,32000000,Lakeshore Entertainment,USA,Mark Pellington,Drama,35746370,The Mothman Prophecies,PG-13,Richard Gere,2002
3581,60000000,Castle Rock Entertainment,USA,Marc Lawrence,Comedy,93354851,Two Weeks Notice,PG-13,Sandra Bullock,2002
3582,38000000,Columbia Pictures Corporation,USA,Michael Apted,Crime,40007742,Enough,PG-13,Jennifer Lopez,2002
3583,8000000,Flan de Coco Films,USA,Miguel Arteta,Drama,14015786,The Good Girl,R,Jennifer Aniston,2002
3584,5000000,25th Hour Productions,USA,Spike Lee,Drama,13060843,25th Hour,R,Edward Norton,2002
3585,1500000,Tonic Films,USA,Eli Roth,Comedy,21158188,Cabin Fever,R,Jordan Ladd,2002
3586,80000000,DreamWorks Animation,USA,Kelly Asbury,Animation,73280117,Spirit: Stallion of the Cimarron,G,Matt Damon,2002
3587,80000000,Warner Bros.,USA,Simon Wells,Action,56684819,The Time Machine,PG-13,Guy Pearce,2002
3588,15000000,Dimension Films,USA,Rick Rosenthal,Comedy,30354442,Halloween: Resurrection,R,Jamie Lee Curtis,2002
3589,30000000,Universal Pictures,USA,John Stockwell,Drama,40390647,Blue Crush,PG-13,Kate Bosworth,2002
3590,115000000,Metro-Goldwyn-Mayer (MGM),USA,John Woo,Action,40914068,Windtalkers,R,Nicolas Cage,2002
3591,85000000,Warner Bros.,USA,Andrew Davis,Action,40077257,Collateral Damage,R,Arnold Schwarzenegger,2002
3592,50000000,Columbia Pictures Corporation,USA,Steven Brill,Comedy,126293452,Mr. Deeds,PG-13,Adam Sandler,2002
3593,68000000,Paramount Pictures,USA,Phil Alden Robinson,Action,118907036,The Sum of All Fears,PG-13,Ben Affleck,2002
3594,55000000,Revolution Studios,USA,Wayne Wang,Comedy,94011225,Maid in Manhattan,PG-13,Jennifer Lopez,2002
3595,36000000,New Line Cinema,USA,Nick Cassavetes,Crime,71756802,John Q,PG-13,Denzel Washington,2002
3596,4000000,Kingsgate Films,Germany,Roger Avary,Comedy,6532619,The Rules of Attraction,R,James Van Der Beek,2002
3598,70000000,Touchstone Pictures,USA,Joel Schumacher,Action,30160161,Bad Company,PG-13,Anthony Hopkins,2002
3599,42000000,Twentieth Century Fox Film Corporation,USA,Carl Franklin,Crime,41543207,High Crimes,PG-13,Jim Caviezel,2002
3601,15000000,Walt Disney Pictures,USA,Jay Russell,Drama,19158074,Tuck Everlasting,PG,Alexis Bledel,2002
3602,38000000,Dimension Films,USA,Robert Rodriguez,Action,85846429,Spy Kids 2: Island of Lost Dreams,PG,Alexa PenaVega,2002
3603,21000000,Touchstone Pictures,USA,Brad Silberling,Drama,6835856,Moonlight Mile,PG-13,Jake Gyllenhaal,2002
3604,8000000,Odeon Films,Canada,David Cronenberg,Drama,1641788,Spider,R,Ralph Fiennes,2002
3605,29000000,Miramax,USA,George Clooney,Biography,16003576,Confessions of a Dangerous Mind,R,Sam Rockwell,2002
3606,30000000,New Line Cinema,USA,Alexander Payne,Comedy,65016287,About Schmidt,R,Jack Nicholson,2002
3607,50000000,Warner Bros.,USA,Barbet Schroeder,Crime,31874869,Murder by Numbers,R,Sandra Bullock,2002
3608,13500000,Focus Features,USA,Todd Haynes,Drama,15854988,Far from Heaven,PG-13,Julianne Moore,2002
3609,34000000,Happy Madison Productions,USA,Seth Kearsley,Animation,23443124,Eight Crazy Nights,PG-13,Adam Sandler,2002
3610,10000000,Avery Pix,USA,Marcus Raboy,Comedy,32983713,Friday After Next,R,Ice Cube,2002
3611,12000000,Fuzzy Bunny Films (I),USA,Tamra Davis,Comedy,37191304,Crossroads,PG-13,Britney Spears,2002
3612,12000000,Fox Searchlight Pictures,USA,Mark Romanek,Drama,31597131,One Hour Photo,R,Robin Williams,2002
3613,30000000,Warner Bros.,USA,Ellory Elkayem,Action,17322606,Eight Legged Freaks,PG-13,David Arquette,2002
3614,17000000,Miramax,USA,Michael Lehmann,Comedy,37950822,40 Days and 40 Nights,R,Josh Hartnett,2002
3615,4000000,CJ Entertainment,South Korea,Chan-wook Park,Crime,45289,Sympathy for Mr. Vengeance,R,Kang-ho Song,2002
3616,15000000,Paramount Pictures,USA,Shawn Levy,Adventure,47811275,Big Fat Liar,PG,Frankie Muniz,2002
3617,10000000,United Artists Film Corporation,UK,Douglas McGrath,Drama,1587173,Nicholas Nickleby,PG,Charlie Hunnam,2002
3618,60000000,Blue Train Productions,USA,Kevin Donovan,Action,50547998,The Tuxedo,PG-13,Jackie Chan,2002
3620,30000000,Columbia Pictures,USA,Luis Mandoki,Action,62536,Trapped,R,Kevin Bacon,2002
3621,13000000,Revolution Studios,USA,Ed Decter,Comedy,28972187,The New Guy,PG-13,DJ Qualls,2002
3622,500000,2 Loop Films,USA,Lucky McKee,Drama,150277,May,R,Angela Bettis,2002
3623,2000000,Muse Productions,USA,Jonas ≈kerlund,Comedy,410241,Spun,R,Jason Schwartzman,2002
3624,20000000,98 MPH Productions,USA,John Lee Hancock,Drama,75600072,The Rookie,G,Dennis Quaid,2002
3625,10000000,Screen Gems,UK,Guy Ritchie,Comedy,7876,Swept Away,R,Madonna,2002
3626,20000000,Motion Picture Corporation of America (MPCA),USA,Mort Nathan,Comedy,8586376,Boat Trip,R,Cuba Gooding Jr.,2002
3627,20000000,Amen Ra Films,USA,Walter Hill,Action,12398628,Undisputed,R,Wesley Snipes,2002
3628,10000000,Twentieth Century Fox Film Corporation,USA,Steve Oedekerk,Action,16033556,Kung Pow: Enter the Fist,PG-13,Steve Oedekerk,2002
3629,16000000,Warner Bros.,USA,Peter Kosminsky,Drama,16346122,White Oleander,PG-13,Michelle Pfeiffer,2002
3630,35000000,Quinta Communications,France,Brian De Palma,Crime,6592103,Mujer fatal,R,Rebecca Romijn,2002
3631,15000000,Alphaville Films,USA,Ron Shelton,Action,9059588,Dark Blue,R,Kurt Russell,2002
3632,65000000,Walt Disney Pictures,USA,Michael Lembeck,Comedy,139236327,The Santa Clause 2,G,Tim Allen,2002
3633,45000000,Paramount Pictures,USA,Roger Michell,Drama,66818548,Changing Lanes,R,Ben Affleck,2002
3635,40000000,Dimension Films,USA,David Twohy,Horror,605562,Below,R,Bruce Greenwood,2002
3636,26000000,Paramount Pictures,USA,Jonathan Frakes,Action,36985501,Clockstoppers,PG,Jesse Bradford,2002
3637,40000000,Touchstone Pictures,USA,Barry Sonnenfeld,Comedy,7262288,Big Trouble,PG-13,Tim Allen,2002
3638,16000000,DreamWorks,USA,Woody Allen,Comedy,4839383,Hollywood Ending,PG-13,Woody Allen,2002
3639,35000000,Walt Disney Pictures,Canada,Brian Levant,Adventure,81172560,Snow Dogs,PG,Cuba Gooding Jr.,2002
3640,8500000,Twentieth Century Fox Film Corporation,USA,John Polson,Drama,28563926,Swimfan,PG-13,Jesse Bradford,2002
3641,20000000,Fox 2000 Pictures,USA,Charles Stone III,Comedy,56398162,Drumline,PG-13,Nick Cannon,2002
3643,50000000,Malpaso Productions,USA,Clint Eastwood,Action,26199517,Blood Work,R,Clint Eastwood,2002
3644,35000000,Paramount Pictures,UK,Shekhar Kapur,Adventure,18306166,The Four Feathers,PG-13,Heath Ledger,2002
3645,12000000,Metro-Goldwyn-Mayer (MGM),USA,Tim Story,Comedy,75782105,Barbershop,PG-13,Ice Cube,2002
3646,30000000,Twentieth Century Fox Film Corporation,USA,John Schultz,Comedy,51432423,Like Mike,PG,Shad Moss,2002
3649,85000000,Material,USA,Tom Dey,Action,38082712,Showtime,PG-13,Robert De Niro,2002
3650,70000000,Columbia Pictures Corporation,USA,Betty Thomas,Action,33105600,I Spy,PG-13,Eddie Murphy,2002
3651,18000000,Castle Rock Entertainment,USA,D.J. Caruso,Crime,764554,The Salton Sea,R,Val Kilmer,2002
3652,16000000,Revolution Studios,USA,Perry Andelin Blake,Adventure,40363530,The Master of Disguise,PG,Dana Carvey,2002
3653,15000000,Miramax,UK,Oliver Parker,Comedy,8378141,The Importance of Being Earnest,PG,Rupert Everett,2002
3654,70000000,Cheyenne Enterprises,USA,Gregory Hoblit,Drama,19076815,Hart's War,R,Bruce Willis,2002
3655,1000000,Silver Sphere Corporation,USA,Don Coscarelli,Comedy,2003420,Bubba Ho-Tep,R,Bruce Campbell,2002
3656,3500000,Pioneer LDC,Japan,Takashi Shimizu,Horror,325661,Ju-on: The Grudge,R,Megumi Okina,2002
3657,25000000,Universal Pictures,USA,Malcolm D. Lee,Action,38230435,Undercover Brother,PG-13,Eddie Griffin,2002
3659,10000000,BBC Films,UK,Stephen Frears,Crime,8111360,Dirty Pretty Things,R,Chiwetel Ejiofor,2002
3660,27000000,All Girl Productions,USA,Callie Khouri,Drama,69599016,Divine Secrets of the Ya-Ya Sisterhood,PG-13,Sandra Bullock,2002
3661,100000000,Castle Rock Entertainment,USA,Ron Underwood,Comedy,4420080,The Adventures of Pluto Nash,PG-13,Eddie Murphy,2002
3662,12500000,Fox Searchlight Pictures,USA,Denzel Washington,Biography,21078145,Antwone Fisher,PG-13,Denzel Washington,2002
3663,120000000,Columbia Pictures Corporation,USA,Rob Minkoff,Animation,64956806,Stuart Little 2,PG,Michael J. Fox,2002
3664,7500000,Paramount Pictures,USA,Joe Carnahan,Crime,10460089,Narc,R,Ray Liotta,2002
3666,70000000,Atlas Entertainment,USA,John McTiernan,Action,18990798,Rollerball,R,Chris Klein,2002
3668,60000000,Universal Pictures,USA,Tom Shadyac,Drama,30063805,Dragonfly,PG-13,Kevin Costner,2002
3669,55000000,Warner Bros.,UK,Danny DeVito,Comedy,8355815,Death to Smoochy,R,Robin Williams,2002
3672,29000000,FTM Productions,Germany,Reginald Hudlin,Comedy,16930185,Serving Sara,PG-13,Matthew Perry,2002
3673,12000000,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",USA,Wallace Wolodarsky,Comedy,10198766,Sorority Boys,R,Barry Watson,2002
3674,10600000,Castelao Producciones,USA,Jaume BalaguerÛ,Horror,22163442,Darkness,PG-13,Anna Paquin,2002
3676,30000000,Miramax,UK,Phillip Noyce,Drama,12987647,The Quiet American,R,Michael Caine,2002
3678,17000000,Dimension Films,USA,Robert Harmon,Horror,12840842,They,PG-13,Laura Regan,2002
3680,6000000,Rumbalara Films,Australia,Phillip Noyce,Adventure,6165429,Cerca de la libertad,PG,Everlyn Sampi,2002
3681,4000000,Gold Circle Films,USA,Mars Callahan,Comedy,562059,Poolhall Junkies,R,Mars Callahan,2002
3682,1200000,First Look International,UK,Matthew Bright,Biography,6073,Bundy,R,Michael Reilly Burke,2002
3683,20000000,Disney Television Animation,USA,Robin Budd,Animation,48430258,Peter Pan II: Return to Neverland,G,Blayne Weaver,2002
3684,25000000,Paramount Pictures,USA,Stephen Gaghan,Drama,10727683,Abandon,PG-13,Katie Holmes,2002
3685,3000000,HBO Films,USA,Patricia Cardoso,Comedy,5844929,Real Women Have Curves,PG-13,America Ferrera,2002
3687,42000000,MDP Worldwide,UK,William Malone,Crime,13208023,Feardotcom,R,Stephen Dorff,2002
3688,35000000,Walt Disney Pictures,USA,Peter Hastings,Comedy,16988996,The Country Bears,G,Haley Joel Osment,2002
3689,10000000,First Look International,Germany,Bruce Beresford,Drama,1483975,Evelyn,PG,Pierce Brosnan,2002
3690,11000000,Alliance Atlantis Communications,Canada,Dewey Nicks,Comedy,4814244,Slackers,R,Devon Sawa,2002
3691,70000000,Franchise Pictures,USA,Wych Kaosayananda,Action,14294842,Ballistic: Ecks vs. Sever,R,Antonio Banderas,2002
3692,60000000,Warner Bros.,USA,Harold Ramis,Comedy,32122249,Analyze That,R,Robert De Niro,2002
3693,3500000,Epsilon Motion Pictures,USA,Gus Van Sant,Adventure,236266,Gerry,R,Casey Affleck,2002
3696,7000000,Focus Puller Inc.,USA,Paul Schrader,Biography,2062066,Auto Focus,R,Greg Kinnear,2002
3700,12500000,Beacon Communications,USA,Michael Hoffman,Drama,14060950,The Emperor's Club,PG-13,Kevin Kline,2002
3701,25000000,Focus Features,USA,Neil LaBute,Drama,10103647,Possession,PG-13,Gwyneth Paltrow,2002
3702,10000000,CineWild,USA,Scott Kalvert,Action,6044618,Deuces Wild,R,Stephen Dorff,2002
3703,9000000,United Artists,USA,Burr Steers,Comedy,4681503,Igby Goes Down,R,Kieran Culkin,2002
3704,11000000,Miramax,UK,Tom Tykwer,Crime,774317,Heaven,R,Cate Blanchett,2002
3705,60000000,Franchise Pictures,USA,Michael Caton-Jones,Crime,22433915,City by the Sea,R,Robert De Niro,2002
3706,55000000,Universal Pictures,Germany,Jim Gillespie,Crime,79161,Eye See You,R,Sylvester Stallone,2002
3708,60000000,Universal Pictures,Germany,Jonathan Demme,Mystery,5350371,The Truth About Charlie,PG-13,Mark Wahlberg,2002
3709,9000000,Les Films Alain Sarde,UK,Mike Leigh,Drama,121756,All or Nothing,R,Timothy Spall,2002
3710,2000000,Miramax,USA,Steven Soderbergh,Comedy,2506446,Full Frontal,R,Julia Roberts,2002
3711,13000000,Screen Gems,USA,Don Michael Paul,Action,15361537,Half Past Dead,PG-13,Morris Chestnut,2002
3713,8000000,Fox Searchlight Pictures,USA,Rick Famuyiwa,Romance,27362712,Brown Sugar,PG-13,Taye Diggs,2002
3714,14000000,New Line Cinema,USA,Kevin Bray,Action,25482931,All About the Benjamins,R,Ice Cube,2002
3715,10000000,Fox Searchlight Pictures,USA,Bob Dolman,Comedy,30307416,The Banger Sisters,R,Susan Sarandon,2002
3719,1800000,Alameda Films,Mexico,Carlos Carrera,Drama,5709616,El crimen del padre Amaro,R,Gael GarcÌa Bernal,2002
3721,11000000,Universal Pictures,UK,Daisy von Scherler Mayer,Comedy,3034181,The Guru,R,Jimi Mistry,2002
